Age,Workclass,fnlwgt,Education,MaritalStatus,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,hours-per-week,NativeCountry,Class
41,3,129865,9,7,4,4,5,1,0,0,60,41,0
25,5,157900,10,4,11,1,5,0,0,0,40,41,0
43,3,349341,13,6,14,3,5,1,0,0,60,41,0
45,5,158685,9,4,5,3,5,0,0,0,40,41,0
26,5,386585,10,6,8,3,5,1,0,0,60,41,0
90,5,52386,10,5,4,3,3,1,0,0,35,41,0
45,5,246891,13,7,5,4,5,1,0,1902,40,41,1
30,5,190385,13,7,4,6,5,0,0,0,40,41,1
42,5,37869,10,7,3,4,5,1,0,0,40,41,0
20,5,217807,10,5,1,5,5,1,0,0,35,41,0
53,5,149784,13,7,13,4,5,1,7688,0,40,41,1
64,7,201293,9,3,11,3,5,0,0,0,38,41,0
56,5,128764,4,3,2,3,5,1,0,0,20,41,0
42,5,27444,10,2,13,3,5,1,0,0,40,41,1
26,5,62438,13,7,5,6,5,0,0,0,40,41,1
31,6,151726,12,5,11,5,4,0,0,0,40,41,0
40,5,29841,13,7,11,6,5,0,0,0,40,41,0
58,5,131608,10,3,3,3,5,1,0,0,40,41,0
41,5,110562,13,7,14,4,5,1,0,0,40,41,0
58,4,190541,9,5,5,3,5,1,0,0,47,41,0
62,7,33142,14,7,13,4,5,1,0,0,60,41,1
65,4,139272,13,7,5,4,5,1,99999,0,60,41,1
40,5,234633,10,5,3,3,5,1,0,0,40,41,0
45,6,238386,10,7,10,4,5,1,0,0,40,41,1
22,5,460835,9,5,3,5,5,1,0,0,55,41,0
23,5,243190,10,5,8,5,3,1,0,0,20,3,0
63,8,97855,14,7,14,4,5,1,0,0,50,41,1
39,5,77146,13,7,14,4,5,1,0,1887,50,41,1
37,5,200863,10,3,3,1,5,1,0,0,40,41,0
25,5,41107,13,2,8,3,5,1,0,0,40,5,0
56,5,77415,7,7,9,4,5,1,0,0,50,41,0
32,5,236770,10,6,5,3,5,1,0,0,50,41,0
53,8,173093,10,7,14,6,3,0,0,1887,40,12,1
32,5,235124,11,6,13,3,5,1,0,0,40,41,0
23,3,282604,7,7,2,4,5,1,7688,0,60,41,1
35,5,199288,7,4,2,3,5,1,0,0,90,41,0
51,5,191659,10,7,14,4,5,1,0,1887,65,41,1
19,5,43285,10,5,11,5,5,0,0,0,20,41,0
41,5,160837,7,2,7,3,5,1,0,0,40,19,0
22,5,230574,6,5,2,5,5,1,0,0,25,41,0
23,5,176178,9,5,8,5,5,0,0,0,40,41,0
36,5,116358,14,7,14,4,3,1,0,0,40,8,1
27,5,253873,10,6,8,3,5,0,0,0,25,41,0
45,5,107787,11,7,3,4,5,1,0,0,40,5,0
23,3,519627,9,5,9,3,5,1,0,0,25,10,0
21,5,191460,7,5,4,1,1,0,0,0,40,41,0
44,5,198282,14,7,14,4,5,1,15024,0,40,41,1
29,5,214858,13,7,5,4,5,1,0,0,40,41,1
36,3,64875,11,7,8,4,5,1,0,0,60,41,0
18,5,675421,5,5,1,5,5,1,594,0,40,41,0
62,3,134768,8,7,3,4,5,1,0,0,40,41,1
25,8,207342,10,5,14,3,1,1,0,0,40,41,0
34,5,64830,12,6,14,3,5,0,0,0,45,41,0
31,5,220066,13,5,14,3,5,0,14344,0,50,41,1
37,5,82521,13,7,14,4,5,1,15024,0,40,41,1
33,5,176711,13,7,9,4,5,1,0,0,40,40,0
22,5,217421,10,5,8,5,5,0,0,0,30,41,0
28,5,111900,12,7,5,4,5,1,0,0,30,41,0
22,5,196943,10,4,8,5,5,1,0,0,25,41,0
47,5,481987,9,7,4,4,5,1,0,0,40,41,1
67,5,184506,7,7,8,4,5,1,0,419,3,41,0
20,5,121313,6,5,8,5,5,1,0,0,40,41,0
34,5,158420,13,7,14,4,5,1,0,0,70,41,0
26,5,256000,15,7,13,4,5,1,99999,0,60,41,1
36,5,183892,10,7,3,4,5,1,7298,0,44,41,1
28,5,42734,9,5,1,5,5,1,0,0,40,41,0
22,5,181773,9,5,2,5,1,1,0,0,40,41,0
47,5,184945,10,4,4,3,1,0,0,0,35,41,0
33,5,107248,11,5,11,3,5,1,0,0,45,41,0
34,4,215382,14,4,13,3,5,0,4787,0,40,41,1
25,5,122999,9,5,3,5,5,1,0,0,40,41,0
37,5,758700,5,7,1,4,5,1,3781,0,50,10,0
36,7,166606,9,7,10,4,5,1,0,0,40,41,0
61,6,192060,13,4,13,3,5,1,0,0,30,38,0
74,5,340939,5,7,8,4,5,1,3471,0,40,41,0
57,5,205708,10,7,3,4,5,1,0,0,40,30,0
55,5,67450,16,5,13,3,5,1,0,0,40,40,0
20,5,242077,9,6,5,3,1,0,0,0,40,41,0
43,5,129573,9,5,5,3,1,0,0,0,44,41,0
54,5,181132,9,7,7,4,5,1,0,0,40,40,1
25,5,212302,10,4,11,1,5,0,0,0,40,41,0
42,5,83411,10,6,14,3,5,1,0,1408,40,41,0
23,5,148751,10,5,8,3,5,0,0,0,35,41,0
17,5,317681,7,5,3,5,5,1,0,0,10,41,0
39,5,103986,9,5,8,3,5,1,0,1590,40,41,0
63,5,30602,4,2,4,1,4,0,0,0,40,41,0
19,5,172893,10,5,14,5,5,0,0,0,30,41,0
56,4,211804,13,7,5,4,5,1,15024,0,50,41,1
33,3,312055,13,7,5,4,5,1,0,0,45,41,1
37,5,65390,13,7,9,4,5,1,0,0,50,41,0
27,5,200500,4,7,2,4,5,1,0,0,45,41,0
36,6,241962,13,7,11,4,5,1,0,0,40,41,0
30,4,78530,9,7,14,4,5,1,0,0,65,5,1
22,5,189950,13,5,13,3,5,1,0,0,55,41,0
35,5,111387,10,7,1,4,5,1,0,1579,40,41,0
20,5,241951,9,5,1,3,5,1,0,0,45,41,0
18,5,343059,10,5,5,5,5,0,0,0,40,41,0
25,5,302465,8,5,7,3,5,1,0,1741,40,41,0
53,5,156843,14,5,13,3,5,0,0,1564,54,41,1
21,5,79728,10,5,8,5,5,0,0,0,40,41,0
19,5,55284,9,5,5,5,5,0,0,0,35,41,0
34,5,509364,9,6,7,3,5,1,0,0,30,41,0
32,7,117927,10,5,11,3,1,0,0,0,40,41,0
20,5,137651,10,5,7,5,4,1,0,0,40,41,0
70,5,131060,4,7,4,4,5,1,0,0,25,41,0
57,5,346963,13,7,14,4,5,1,0,0,40,41,1
54,5,183611,10,7,5,4,5,1,3137,0,50,41,0
34,5,134737,11,7,7,4,5,1,0,0,40,41,0
48,5,36503,10,7,14,4,5,1,0,0,40,41,1
42,5,250121,7,7,4,6,5,0,0,0,40,41,0
45,5,330535,9,5,11,3,5,1,3325,0,40,41,0
27,5,387776,10,5,4,5,5,1,0,0,40,41,0
51,5,41474,6,7,4,4,5,1,0,0,40,10,0
36,6,318972,10,6,11,1,5,0,0,0,65,41,0
33,5,86143,10,5,14,5,3,1,0,0,40,12,0
50,5,181139,10,5,9,3,5,1,0,0,40,41,0
44,5,326232,13,6,14,1,5,1,0,2547,50,41,1
39,6,153976,14,7,13,4,5,1,0,0,40,41,1
55,3,59469,5,7,9,4,5,1,0,0,25,41,0
24,5,127139,10,5,11,5,5,0,0,0,40,41,0
35,5,136343,9,5,5,3,5,1,0,0,40,41,0
32,3,350624,8,7,3,4,5,1,0,0,40,41,0
66,5,177351,13,7,8,4,5,1,0,2174,40,41,1
68,5,166149,9,3,11,3,5,0,0,2206,30,41,0
29,5,121523,7,7,2,4,5,1,0,0,60,41,0
24,3,267396,13,5,5,3,5,1,0,0,40,41,0
61,5,83045,5,7,7,4,5,1,0,0,40,41,0
34,5,160449,9,7,7,4,5,1,0,0,44,41,1
55,4,124137,15,7,13,4,5,1,0,2415,35,29,1
20,5,287681,10,5,8,5,5,1,0,0,36,41,0
41,5,154194,9,5,5,5,5,0,0,0,40,41,0
36,3,295127,9,7,9,4,5,1,0,0,84,41,0
60,5,240521,9,7,3,4,5,1,7298,0,40,41,1
61,3,244087,9,7,3,4,5,1,0,0,52,41,1
35,5,356250,15,7,5,4,3,1,0,0,35,3,0
42,7,293791,13,7,14,4,5,1,0,0,50,41,1
26,5,44308,13,5,8,3,5,1,0,0,40,41,0
44,6,210527,10,5,4,1,1,0,0,0,40,41,0
31,7,151763,14,5,11,3,5,1,0,0,25,41,0
39,7,267581,9,5,4,3,1,1,0,0,40,41,0
20,5,100188,10,5,8,5,5,0,0,0,24,41,0
32,4,111746,10,7,3,4,5,1,0,0,40,41,0
32,3,171091,9,7,5,4,5,1,0,0,40,41,0
61,5,355645,5,7,7,4,1,1,0,0,20,27,0
54,6,137678,10,6,11,1,5,0,0,0,40,41,0
23,5,70894,12,5,3,2,5,1,0,0,40,41,0
19,5,171306,9,5,5,5,5,1,0,0,3,41,0
31,5,100997,10,7,13,4,4,1,0,0,40,41,0
35,5,63921,3,7,1,4,5,1,0,0,40,10,0
29,5,32897,9,6,4,3,5,0,0,0,25,41,0
29,6,251854,9,5,10,3,1,0,0,0,40,41,0
25,5,345121,6,4,4,5,5,0,0,0,25,41,0
46,5,86220,13,6,5,3,5,0,0,0,40,41,0
35,5,172845,11,5,4,1,5,0,0,0,30,41,0
20,5,171398,6,5,5,3,2,1,0,0,40,41,0
24,3,174391,9,7,11,6,5,0,0,0,40,41,0
48,5,207058,9,6,11,1,5,0,0,0,37,41,0
37,5,291251,9,6,7,3,5,0,0,0,40,41,0
60,3,224377,9,7,5,4,5,1,0,0,40,41,0
39,5,105813,9,7,3,4,5,1,0,0,40,41,0
29,6,180916,10,4,11,1,5,0,0,0,38,41,0
31,3,122749,11,6,3,5,5,1,0,0,20,41,0
38,5,31069,11,7,3,4,5,1,4386,0,40,41,1
26,3,284343,12,5,3,3,5,1,0,0,40,41,0
64,5,319371,13,7,14,4,5,1,15024,0,40,41,1
46,5,174224,11,6,10,3,1,1,0,0,40,41,0
69,5,183958,9,7,8,4,5,1,0,0,8,41,0
39,5,127772,9,7,5,4,5,1,3103,0,44,41,1
48,5,80651,9,6,7,3,5,0,0,0,55,41,0
46,5,62793,9,6,5,2,5,0,0,0,40,41,0
42,5,191712,13,6,5,3,5,1,0,1590,40,41,0
39,3,237532,9,7,5,6,1,0,0,0,54,14,1
50,8,20179,14,7,8,4,5,1,0,0,40,41,1
24,5,311376,13,5,13,3,5,0,0,0,40,41,0
30,5,432565,11,7,8,2,5,0,0,0,40,5,1
39,4,329980,13,7,5,4,5,1,0,2415,60,41,1
29,3,125190,9,7,3,4,5,1,0,0,40,41,0
23,5,342946,7,5,2,5,5,0,0,0,38,41,0
21,5,219835,11,5,8,3,5,1,0,0,40,41,0
32,5,123429,6,4,3,3,5,1,0,0,40,41,0
69,4,69209,13,7,7,4,5,1,3818,0,30,41,0
55,5,66356,9,4,1,1,5,1,0,0,40,41,0
41,5,195897,10,7,5,4,5,1,0,0,50,41,0
44,4,153132,13,7,14,4,5,1,7688,0,52,41,1
18,5,230875,7,5,11,3,5,1,0,0,40,41,0
74,3,92298,13,7,14,4,5,1,0,0,10,41,0
40,5,185145,16,7,13,4,5,1,0,0,40,41,1
27,5,297296,9,7,3,4,5,1,0,0,40,41,0
75,5,164849,5,7,8,4,1,1,1409,0,5,41,0
55,5,145214,9,6,11,3,5,0,0,0,40,41,0
52,3,242341,4,7,3,4,4,1,0,0,40,41,0
54,5,240542,10,6,5,1,5,0,0,0,48,41,0
36,5,104772,9,6,3,1,5,1,0,0,48,41,0
76,5,152802,10,7,8,4,5,1,0,0,8,41,0
26,5,181666,9,5,1,5,5,0,0,0,40,41,0
18,5,415520,7,5,3,5,5,1,0,0,20,41,0
38,5,258761,9,6,14,3,5,1,0,0,50,41,0
50,5,88842,13,7,2,4,5,1,7298,0,40,41,1
19,5,356717,10,5,8,5,5,0,0,0,25,41,0
32,5,158438,10,7,14,4,5,1,0,0,60,41,1
57,5,206206,13,7,5,4,5,1,0,0,40,41,1
20,5,51816,9,5,10,5,1,1,0,0,40,41,0
27,5,253814,10,5,11,3,5,0,0,0,40,41,0
31,3,161745,13,2,14,3,5,1,0,1980,60,41,0
60,5,162947,3,6,7,3,5,0,0,0,40,16,0
52,5,163027,9,6,3,1,5,0,0,0,50,41,0
61,5,146788,4,7,2,4,5,1,0,0,40,41,0
57,3,73309,9,3,3,3,5,1,0,0,55,41,1
19,5,143867,10,5,8,5,5,1,0,0,40,41,0
59,3,104216,15,7,5,4,5,1,0,0,25,41,0
34,3,345705,9,5,3,3,5,1,0,0,45,41,1
31,5,133770,12,7,3,3,3,1,0,0,50,41,1
42,5,209392,9,6,10,3,1,1,0,0,35,41,0
70,5,262345,10,5,11,3,5,0,0,0,6,41,0
47,5,277545,13,7,11,4,3,1,0,0,40,38,1
47,5,174525,9,7,8,4,5,1,3942,0,40,38,0
29,5,490332,10,7,2,4,5,1,0,0,45,41,1
27,5,211570,7,5,1,2,1,1,0,0,40,41,0
25,5,374918,8,7,4,6,5,0,0,0,40,41,0
51,5,106728,13,7,14,4,5,1,5178,0,60,41,1
28,5,173649,9,5,4,5,1,0,0,0,40,38,0
35,5,174597,13,7,3,4,5,1,0,0,40,41,0
36,3,233533,10,7,3,4,5,1,0,0,60,41,1
54,5,169785,14,5,8,3,5,0,0,0,40,41,0
46,5,133169,11,7,3,4,5,1,0,0,40,41,0
52,5,198824,11,4,4,1,5,0,0,0,35,41,0
65,5,174056,4,7,7,4,5,1,0,0,40,41,0
43,5,188696,11,6,7,3,5,1,0,0,40,41,0
41,6,90692,9,6,13,1,3,0,0,0,40,41,0
34,5,271933,13,5,14,2,5,0,0,1741,45,41,0
47,3,102359,13,7,14,4,5,1,0,0,30,41,0
49,8,213668,14,5,14,3,5,1,0,0,56,41,1
21,5,294789,10,5,4,3,5,0,0,0,25,41,0
20,5,157599,10,5,4,3,5,0,0,0,25,41,0
18,6,134935,8,5,10,5,5,1,0,0,40,41,0
27,5,466224,10,5,5,3,1,1,0,0,40,41,0
34,3,111985,9,7,3,4,5,1,0,0,50,41,0
38,5,264627,10,6,11,1,5,0,0,0,40,41,0
24,5,213427,9,5,11,3,5,1,0,0,40,41,0
34,5,279015,10,5,5,3,5,1,0,0,65,41,0
47,5,165937,9,7,7,4,5,1,0,0,50,41,1
27,8,188343,9,4,14,1,1,0,0,0,40,41,0
63,5,158609,11,3,11,1,5,0,0,0,8,41,0
34,5,193036,10,7,11,4,1,1,0,0,40,41,1
25,5,198632,10,2,5,3,5,1,0,0,50,41,0
54,5,175912,9,3,7,1,5,1,914,0,40,41,0
19,5,192773,10,5,8,5,5,0,0,0,35,41,0
35,5,101387,9,6,5,3,5,0,0,0,50,41,0
24,5,60783,10,7,2,4,5,1,0,0,70,41,1
26,5,183224,10,5,11,5,3,0,0,0,35,41,0
59,6,100776,11,6,11,3,5,0,0,0,40,41,0
43,5,57600,16,2,13,3,5,0,0,0,40,38,0
20,5,174063,10,5,4,5,5,0,0,0,40,41,0
41,5,306495,9,7,9,4,5,1,0,0,40,41,0
51,5,249741,10,7,5,4,5,1,0,0,40,41,0
27,5,93021,9,5,11,1,2,0,0,0,40,41,0
36,5,49626,9,7,14,4,5,1,0,0,40,41,0
25,5,63062,10,5,9,5,5,1,0,0,60,41,0
55,5,320835,13,7,5,4,5,1,0,0,50,41,1
22,6,123727,10,5,13,3,5,0,0,0,21,41,0
58,7,110517,16,7,13,4,3,1,4064,0,40,21,0
43,5,149670,10,7,11,6,5,0,4064,0,15,41,0
39,5,172425,11,7,11,6,5,0,0,0,20,41,1
40,5,216116,5,5,7,1,1,0,0,0,40,9,0
46,5,174209,9,6,14,3,5,1,0,0,45,41,0
54,8,175083,9,5,11,1,5,0,0,0,20,41,0
19,5,129059,10,5,5,5,1,1,0,0,30,41,0
24,5,121313,9,7,11,4,5,1,0,0,40,41,0
53,5,181317,9,7,8,4,5,1,0,0,40,41,0
24,7,166851,14,5,13,3,5,1,0,0,13,41,0
29,3,29616,9,5,9,5,5,1,0,0,65,41,0
56,4,105582,10,7,14,4,5,1,7688,0,50,41,1
54,5,124993,9,7,8,4,5,1,0,0,40,41,1
21,5,148509,10,5,8,3,5,0,0,0,30,41,0
34,5,230246,5,4,3,3,5,1,0,0,40,38,0
56,5,117881,7,6,7,3,5,0,0,0,40,41,0
34,5,203408,13,7,13,4,5,1,7688,0,50,41,1
19,5,446219,6,5,5,1,1,0,0,0,40,41,0
32,4,110331,9,7,5,4,5,1,0,0,65,41,1
48,5,207946,9,6,11,1,5,0,0,0,52,41,0
67,5,45537,14,7,8,4,1,1,0,0,40,41,1
47,5,188330,9,7,2,4,5,1,0,0,25,41,0
52,5,147629,9,7,2,4,5,1,0,0,60,41,1
40,5,153799,2,2,7,1,5,0,0,0,40,14,0
28,5,203776,6,7,3,4,5,1,0,0,50,41,0
41,5,168071,13,7,14,4,5,1,7298,0,50,41,1
57,5,348430,2,6,3,1,5,1,0,0,40,31,0
51,5,103407,9,6,11,3,5,0,0,0,40,41,0
26,5,152046,7,5,8,3,5,0,0,0,35,39,0
36,5,153205,13,7,13,4,3,1,0,0,45,38,0
33,5,326104,10,7,14,4,5,1,0,0,50,41,1
46,5,238162,13,7,3,4,5,1,0,0,45,41,1
50,5,221336,9,6,11,2,3,0,0,0,40,12,0
33,5,180656,10,2,3,3,5,1,0,0,40,38,0
77,3,145329,9,5,7,3,5,1,401,0,20,41,0
39,5,315776,14,5,14,3,1,1,8614,0,52,41,1
67,5,150516,9,3,8,1,5,1,0,0,3,41,0
35,5,325802,12,6,1,1,5,0,0,0,24,41,0
23,5,133985,6,5,3,5,1,0,0,0,40,41,0
37,5,269329,11,6,13,3,5,0,8614,0,45,41,1
41,5,183203,9,7,2,4,5,1,0,0,50,41,1
60,5,76127,12,7,11,4,5,1,0,0,35,41,1
32,5,195891,13,5,11,3,5,1,0,0,55,41,0
56,8,162137,9,7,2,4,4,1,0,0,40,41,0
45,7,37672,11,6,8,1,5,0,0,0,40,41,0
24,5,161708,9,6,14,3,5,0,0,0,45,41,1
18,5,80616,6,5,1,5,5,1,0,0,27,41,0
31,5,209276,9,7,4,4,2,1,0,0,40,41,0
21,5,34443,10,5,8,5,5,1,0,0,50,41,0
45,5,192835,13,7,14,4,5,1,0,1977,55,41,1
23,5,203240,10,5,4,3,5,0,0,0,40,41,0
45,7,102308,10,7,14,4,5,1,0,0,40,41,0
18,5,40829,7,5,5,2,4,0,0,0,25,41,0
25,5,60726,9,7,2,4,1,1,0,0,30,41,0
31,7,116677,9,7,5,4,5,1,0,0,40,41,0
19,5,57067,9,5,7,2,5,1,0,0,45,41,0
41,5,304906,13,7,14,4,5,1,0,0,40,41,1
74,5,101590,15,3,11,3,1,0,0,0,20,41,0
27,5,258102,3,5,2,3,5,1,0,0,40,10,0
23,5,241185,9,5,11,3,5,0,0,0,40,41,0
31,5,124827,11,7,5,4,5,1,0,0,40,41,1
40,4,76625,9,7,1,4,5,1,0,0,40,41,0
41,8,263339,9,7,2,4,5,1,0,0,40,41,1
25,5,135645,14,5,5,3,5,1,0,0,20,41,0
42,5,245626,9,7,3,4,4,1,0,0,60,41,0
24,5,210781,13,5,3,3,5,0,0,0,40,41,0
42,5,235786,12,7,3,4,5,1,0,0,50,41,1
45,3,160167,6,7,3,4,5,1,0,0,70,41,0
52,8,30731,9,7,14,4,5,1,7298,0,40,41,1
34,5,314375,11,6,3,3,5,1,0,0,40,41,0
32,5,81528,9,5,1,2,5,1,0,0,60,41,0
54,5,182854,9,7,3,4,5,1,0,0,45,41,0
42,8,296798,7,5,8,3,5,1,0,1340,40,41,0
32,5,194426,13,7,8,4,5,1,15024,0,40,41,1
40,5,70645,10,7,8,6,5,0,0,0,20,41,0
55,4,141807,13,7,5,4,5,1,0,0,60,41,1
66,5,112871,7,5,8,3,5,1,0,0,30,41,0
52,7,71344,14,7,13,4,5,1,0,0,40,41,0
21,7,341410,10,5,11,3,5,0,0,0,15,41,0
33,5,118941,13,7,14,6,5,0,0,0,40,41,1
52,5,159755,11,7,8,4,5,1,0,0,50,41,1
28,5,128509,3,5,7,3,5,0,0,0,40,38,0
27,3,229125,7,7,3,4,5,1,0,0,40,41,0
42,6,142756,13,6,13,3,5,0,0,0,50,41,0
27,4,243871,10,5,11,5,5,0,0,0,45,41,0
47,5,213140,11,7,3,4,5,1,7688,0,40,41,1
19,5,196857,9,5,4,3,5,0,0,0,40,41,0
46,5,138626,10,7,3,4,5,1,0,0,40,41,0
55,3,161334,9,3,4,3,5,0,0,0,25,18,0
50,5,273536,4,7,5,4,2,1,0,0,49,14,0
32,5,115631,10,5,11,3,5,0,4101,0,50,41,0
28,5,185957,9,7,11,6,5,0,0,0,40,41,0
23,5,334357,9,5,11,5,1,0,0,0,40,41,0
43,5,96102,14,2,14,3,5,1,0,0,50,41,0
34,5,213226,13,7,13,4,5,1,0,0,40,1,1
19,5,115248,10,5,11,3,3,1,0,0,40,6,0
37,5,185061,10,7,14,4,3,1,0,0,55,41,0
27,5,147638,13,5,11,2,3,0,0,0,40,7,0
18,5,280298,9,5,5,5,5,0,0,0,24,41,0
31,5,163516,10,3,11,1,5,0,0,0,40,41,0
49,5,277434,9,7,2,4,5,1,0,0,50,41,0
26,8,206983,15,7,13,4,5,1,0,0,60,26,0
48,5,108993,9,7,3,4,5,1,0,0,45,41,1
39,5,288551,9,7,3,4,1,1,0,0,40,41,0
41,5,176069,9,4,7,1,5,0,0,0,40,41,0
48,7,183486,11,6,13,1,5,0,0,0,56,41,1
40,5,163215,13,6,14,3,5,0,10520,0,40,41,1
70,5,94692,13,7,5,4,5,1,0,0,70,41,1
20,5,118462,9,5,1,5,5,1,0,0,43,41,0
38,5,407068,3,7,4,4,5,1,0,0,75,10,0
37,3,243587,10,4,4,5,5,0,0,0,40,2,0
49,5,23074,10,3,14,3,5,0,0,0,40,41,1
51,5,237735,9,7,1,4,5,1,3103,0,40,41,1
43,5,188291,2,5,5,5,5,1,0,0,40,41,0
38,5,284166,15,5,13,3,5,1,0,0,50,41,0
18,5,423460,7,5,8,5,5,1,0,0,36,41,0
23,5,287681,4,5,4,3,5,1,0,0,25,10,0
34,5,509364,9,7,3,4,5,1,0,0,40,41,0
62,5,139391,10,7,8,4,5,1,0,0,24,41,0
33,5,91964,10,5,11,1,5,1,0,0,40,41,0
31,5,117526,10,5,9,3,5,0,0,0,45,41,0
64,5,91343,10,3,8,1,5,0,0,0,40,41,0
26,6,336969,13,7,13,4,5,1,0,0,28,23,0
55,5,255364,10,7,13,4,5,1,0,0,40,41,0
61,6,167670,13,2,13,3,5,1,0,0,40,41,0
37,5,211494,9,7,8,4,5,1,0,0,40,41,1
78,6,136198,13,7,14,4,5,1,0,0,15,41,0
27,8,409815,10,5,11,1,1,0,0,0,40,41,0
49,5,188823,9,6,13,3,5,1,0,0,42,41,0
55,7,146326,14,7,13,4,5,1,7688,0,45,41,1
42,5,154374,13,7,2,4,5,1,0,0,58,41,0
22,5,216563,9,5,8,2,5,0,0,0,40,41,0
61,5,197286,5,7,3,4,5,1,0,0,40,41,0
64,3,100722,13,7,11,4,5,1,0,0,5,41,0
46,6,377622,9,7,4,4,5,1,0,0,40,41,0
24,5,145964,13,5,14,3,5,1,0,0,40,41,0
27,5,358636,10,7,3,4,5,1,2829,0,70,41,0
47,5,155489,9,7,2,4,5,1,7688,0,55,41,1
18,5,57413,10,6,4,5,5,1,0,0,15,41,0
48,5,320421,9,7,5,4,5,1,0,0,50,41,0
50,3,174752,9,6,9,3,5,1,0,0,40,41,0
40,7,229364,14,6,13,3,5,0,0,0,45,41,0
56,3,157486,6,6,5,5,5,1,0,0,40,41,0
34,5,92682,9,5,11,3,5,0,4865,0,40,41,0
56,8,101338,13,7,5,4,5,1,0,0,40,41,0
18,5,132652,7,5,4,5,5,1,0,0,20,41,0
21,5,34616,10,5,4,5,5,0,0,0,25,41,0
40,5,218903,9,6,8,1,5,0,0,0,40,41,0
27,6,204098,9,7,1,2,5,1,0,0,50,41,0
52,3,64045,15,7,13,4,5,1,99999,0,45,41,1
46,5,189763,9,6,5,3,5,0,0,0,30,41,0
23,5,26248,9,5,11,5,5,0,0,0,40,41,0
50,5,92079,10,7,8,4,5,1,0,0,45,41,1
19,5,280071,10,5,7,2,5,1,0,0,50,41,0
20,5,224059,9,5,4,3,5,1,0,0,40,41,0
39,5,185520,10,6,14,3,5,0,8614,0,40,41,1
24,5,265567,7,5,3,5,5,1,0,0,35,41,0
72,5,106890,11,3,11,3,5,0,0,0,40,41,0
42,7,39586,14,7,13,6,5,0,0,0,20,41,1
42,5,153132,13,6,5,1,5,1,0,0,45,38,0
51,5,209912,13,6,14,3,4,1,0,0,50,41,0
39,5,144169,9,7,5,4,5,1,0,0,50,41,1
40,6,50442,10,5,11,1,4,0,2977,0,35,41,0
34,5,89644,10,7,5,4,5,1,0,0,55,41,1
19,5,275889,7,5,1,5,5,1,0,0,40,10,0
26,5,231638,9,5,14,5,5,0,0,0,40,41,0
45,6,224474,13,6,13,1,5,0,4934,0,50,41,1
28,5,355259,14,5,13,3,5,0,0,0,40,41,1
30,8,68330,13,5,13,3,5,1,0,0,40,41,1
32,5,185410,9,5,11,3,5,0,0,0,40,41,0
19,5,87653,10,5,4,5,5,0,0,0,25,41,0
21,5,286853,9,5,4,5,5,1,0,0,35,41,0
54,5,96710,9,7,6,2,1,0,0,0,20,41,0
62,5,160143,15,7,13,4,5,1,0,0,30,41,1
25,5,186925,10,5,4,3,5,1,2597,0,48,41,0
49,4,109705,10,6,14,1,5,0,0,0,32,41,0
32,5,94235,9,7,3,4,5,1,0,0,40,41,1
26,5,225279,10,5,13,3,5,1,0,1602,40,38,0
37,6,297449,9,7,10,4,5,1,0,0,40,41,1
58,5,205896,9,6,5,2,5,0,0,0,40,41,0
37,5,93717,10,7,11,6,5,0,7298,0,45,41,1
41,5,194710,9,5,14,3,5,0,0,0,40,41,0
38,5,236391,13,7,14,4,5,1,7688,0,40,41,1
47,7,189123,9,7,4,4,5,1,0,0,40,41,0
42,5,358677,9,6,4,1,1,1,0,0,35,41,0
30,7,199539,9,7,11,4,5,1,0,1902,40,41,0
43,5,128170,10,7,5,4,5,1,7688,0,40,41,1
34,5,231238,9,7,7,4,1,1,0,0,40,41,0
57,5,296152,10,6,14,2,5,0,594,0,10,41,0
46,5,166003,7,7,7,4,5,1,0,0,40,41,0
32,5,281437,10,7,2,4,5,1,0,0,55,41,0
20,5,190231,5,5,7,5,5,0,0,0,11,18,0
47,5,122026,11,6,5,3,5,1,0,0,50,41,0
55,5,205527,9,6,8,3,5,1,0,0,20,41,0
53,3,174102,4,7,14,4,5,1,4386,0,50,29,1
43,5,125461,13,7,5,4,5,1,0,0,65,41,1
80,3,184335,4,7,9,4,5,1,0,0,30,41,0
24,5,211345,10,5,4,5,5,0,0,0,40,10,0
43,6,147328,14,7,14,4,5,1,0,1977,60,41,1
22,5,222993,9,5,1,5,5,1,0,0,40,41,0
40,5,225978,10,4,14,3,1,1,0,0,40,41,0
48,5,121124,9,7,14,4,5,1,0,0,50,41,1
56,5,656036,9,7,8,4,5,1,0,0,25,41,0
34,5,346762,7,6,8,5,5,1,0,0,84,41,0
51,5,234057,9,7,3,4,5,1,0,0,45,41,1
24,8,306515,9,5,11,3,5,0,0,0,40,41,0
19,5,116562,9,5,4,5,5,0,0,0,40,41,0
34,5,171159,10,6,11,1,5,0,0,0,30,41,0
24,5,199011,9,5,3,5,5,1,0,0,40,41,0
41,5,443508,13,7,2,4,5,1,0,0,48,5,1
24,5,29810,9,6,5,3,5,0,0,0,38,41,0
22,6,238831,10,5,10,5,5,1,0,0,40,41,0
32,8,566117,10,6,11,1,5,0,0,0,40,41,0
41,5,255044,13,6,14,3,5,0,0,0,55,41,0
20,5,436253,10,5,4,5,5,1,0,0,35,41,0
31,5,300687,9,5,4,3,1,1,0,0,40,41,0
55,5,144071,13,7,8,4,5,1,0,0,18,41,1
